charger_id,station_name,address,city,state,latitude,longitude,x_projected,y_projected,level,plug_power_kw,plug_count,ev_network,connector_types,facility_type
dcfc_MD_0026,Chesapeake House Travel Plaza,10670 I-95,Port Deposit,MD,39.612124,-76.009519,485058.5673,216425.142,DCFC,50,6,Non-Networked,CHADEMO J1772 J1772COMBO,TRAVEL_CENTER
dcfc_MD_0027,Carroll Avenue Street Parking,7000 Carroll Ave,Takoma Park,MD,38.974757,-77.012702,398899.0867,145204.0346,DCFC,50,1,Non-Networked,CHADEMO J1772COMBO,STREET_PARKING
l2_MD_0121,Latrobe Park,1627 E Fort Ave,Baltimore,MD,39.268278,-76.591693,435234.9369,177867.4214,L2,7.2,4,Non-Networked,J1772,PARK
l2_MD_0122,NBMUNICIPAL LOT MUNICIPAL LOT,9125 Chesapeake Ave,North Beach,MD,38.708025,-76.532464,440664.5189,115698.9265,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0123,Downtown Takoma Park,7224 Carroll Ave,Takoma Park,MD,38.978147,-77.006623,399425.878,145580.301,L2,7.2,2,Non-Networked,CHADEMO J1772 J1772COMBO,STREET_PARKING
dcfc_MD_0028,Downtown Takoma Park,7224 Carroll Ave,Takoma Park,MD,38.978147,-77.006623,399425.878,145580.301,DCFC,50,4,Non-Networked,CHADEMO J1772 J1772COMBO,STREET_PARKING
l2_MD_0124,Arena Garage - South Howard Street,99 S Howard St,Baltimore,MD,39.287914,-76.619205,432851.6931,180037.0918,L2,7.2,4,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0125,Caroline Street Garage,805 S Caroline St,Baltimore,MD,39.282302,-76.596315,434829.1985,179422.5449,L2,7.2,6,Non-Networked,J1772,PAY_GARAGE
l2_MD_0126,Baltimore Police Marine Unit,3201 Boston St,Baltimore,MD,39.276811,-76.570849,437029.2208,178822.9701,L2,7.2,3,Non-Networked,J1772,MUNI_GOV
l2_MD_0127,Tidewater Marina,321 E Cromwell St,Baltimore,MD,39.264924,-76.60639,433968.2611,177489.5049,L2,7.2,3,Non-Networked,J1772,MUNI_GOV
l2_MD_0128,COLUMBIA ASSOC LR TENNIS,6180 Old Dobbin Ln,Columbia,MD,39.20401,-76.813123,416141.1087,170670.3782,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0129,City of Hyattsville - Parking Lot #3,4320 Farragut St,Hyattsville,MD,38.951908,-76.941858,405039.5303,142669.1032,L2,7.2,2,Non-Networked,J1772,PARKING_LOT
l2_MD_0130,City of Hyattsville - Parking Lot #2,4310 Hamilton St,Hyattsville,MD,38.953701,-76.941801,405044.3448,142868.1456,L2,7.2,2,Non-Networked,J1772,PARKING_LOT
l2_MD_0131,Charles Plaza Garage,211 N Liberty Rd,Baltimore,MD,39.291834,-76.616799,433057.4361,180473.1472,L2,7.2,2,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0132,MC FLEET MC_EXC_OFF (1),101 Monroe St,Rockville,MD,39.08325,-77.149282,387083.7371,157258.4253,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0133,Atrium Garage,308 W Fayette St,Baltimore,MD,39.2906,-76.620429,432744.8576,180334.8444,L2,7.2,3,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0134,UM PTS PENN GARAGE,150 south Penn St,Baltimore,MD,39.286503,-76.625567,432303.4766,179878.1776,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0135,DC CORRIDOR L2 HAGERSTOWN,17523 Valley Mall Rd,Hagerstown,MD,39.626157,-77.768936,333979.107,217799.986,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0136,Southway Builders,1318 E Fort Ave,Baltimore,MD,39.269901,-76.595658,434891.9787,178046.0788,L2,7.2,2,Non-Networked,J1772,OFFICE_BLDG
l2_MD_0137,Town of Ocean City - Worcester Parking Lot,601 S Philadelphia Ave,Ocean City,MD,38.328131,-75.088996,567083.8786,75173.8692,L2,7.2,2,Non-Networked,J1772,PARKING_LOT
l2_MD_0138,Villages at Homeland,357 Homeland Southway,Baltimore,MD,39.352912,-76.6146,433218.5213,187254.7191,L2,7.2,2,Non-Networked,J1772,STREET_PARKING
l2_MD_0139,Millie's Road House Bar,200 Old Ocean Gateway,Vienna,MD,38.485086,-75.823956,502604.6278,91508.6302,L2,7.2,2,Non-Networked,J1772,RESTAURANT
l2_MD_0140,Villages at Homeland,313 Homeland Southway,Baltimore,MD,39.353249,-76.614846,433197.1602,187292.0432,L2,7.2,2,Non-Networked,J1772,STREET_PARKING
l2_MD_0141,Studio 3807,3807 Rhode Island Ave,Brentwood,MD,38.938966,-76.955265,403878.1033,141231.7741,L2,7.2,2,Non-Networked,J1772,MULTI_UNIT_DWELLING
l2_MD_0142,MCDOT-PARKING GARAGE 40,4935 St Elmo Ave,Bethesda,MD,38.988199,-77.098404,391474.3706,146700.745,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0143,MCDOT-PARKING GARAGE57,4841 Bethesda Ave,Bethesda,MD,38.981324,-77.096837,391609.3197,145937.4089,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0144,MCDOT-PARKING LOT29,876 Bonifant St,Silver Spring,MD,38.994311,-77.023441,397969.0834,147374.9022,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0145,MCDOT-PARKING GARAGE 35,8120 Woodmont Ave,Bethesda,MD,38.992092,-77.097204,391578.795,147132.7944,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0146,CHARLES COUNTY P D BROWN 1,50 Village St,Saint Charles,MD,38.601385,-76.900302,408684.0699,103762.1051,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0147,Columbia Gateway - Medical Center,7070 Samuel Morse Dr,Columbia,MD,39.169397,-76.811526,416286.9758,166828.1061,L2,7.2,4,Non-Networked,J1772,HOSPITAL
l2_MD_0148,Cheverly Town Park,6401 Forest Rd,Cheverly,MD,38.925025,-76.906358,408119.7442,139687.4083,L2,7.2,3,Non-Networked,J1772,PARK
l2_MD_0149,ECHELON AT ODEN NOVUS ODENTON,313 Nevada Ave,Odenton,MD,39.092476,-76.709341,425144.5638,158312.0385,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0150,Laureate Education Inc,7065 Samuel Morse Dr,Columbia,MD,39.168759,-76.811733,416269.2336,166757.2422,L2,7.2,4,Non-Networked,J1772,COLLEGE_CAMPUS
l2_MD_0151,Mercy Medical Center - Bunting Garage,301 Saint Paul Pl,Baltimore,MD,39.29255,-76.61355,433337.38,180553.8163,L2,7.2,4,Non-Networked,J1772,HOSPITAL
dcfc_MD_0029,Maryland House Travel Plaza - Tesla Supercharger,I-95,Aberdeen,MD,39.497944,-76.230931,466151.8579,203565.1084,DCFC_TESLA,150,8,Tesla,TESLA,
dcfc_MD_0030,Rio Washingtonian Center - Tesla Supercharger,9811 Washingtonian Blvd.,Gaithersburg,MD,39.118193,-77.20231,382504.3049,161146.3733,DCFC_TESLA,150,12,Tesla,TESLA,
dcfc_MD_0031,Royal Farms - Tesla Supercharger,108 Jackson Creek Road,Grasonville,MD,38.965729,-76.220938,467515.4685,144489.7263,DCFC_TESLA,150,12,Tesla,TESLA,
dcfc_MD_0032,Hagerstown Premium Outlets - Tesla Supercharger,495 Premium Outlets Blvd,Hagerstown,MD,39.605859,-77.733324,337018.57,215521.1968,DCFC_TESLA,150,6,Tesla,TESLA,
dcfc_MD_0033,Sheetz - Tesla Supercharger,11601 Winchester Road,La Vale,MD,39.636287,-78.845731,241557.525,220248.6185,DCFC_TESLA,150,8,Tesla,TESLA,
dcfc_MD_0034,Towne Center at Laurel - Tesla Supercharger,14700 Baltimore Ave,Laurel,MD,39.095382,-76.858319,412256.0499,158604.1482,DCFC_TESLA,150,8,Tesla,TESLA,
dcfc_MD_0035,Chesapeake House Travel Plaza - Tesla Supercharger,John F Kennedy Memorial Hwy,North East,MD,39.61224,-76.00878,485121.8874,216438.7098,DCFC_TESLA,150,10,Tesla,TESLA,
dcfc_MD_0036,The Centre at Salisbury - Tesla Supercharger,2300 North Salisbury Blvd.,Salisbury,MD,38.4016,-75.56489,525350.9969,82565.7669,DCFC_TESLA,150,6,Tesla,TESLA,
l2_MD_0152,MGM RESORTS INT NAT HARBOR L3S1,101 MGM National Ave,Oxon Hill,MD,38.794524,-77.009511,399173.4622,125196.7624,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0153,CEC ST MICHAELS DT,114 Freemont St,St. Michaels,MD,38.785157,-76.225453,467294.2074,124442.286,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0154,Penn Station Garage,1500 N Charles St,Baltimore,MD,39.306655,-76.616222,433100.2976,182118.7464,L2,7.2,3,Non-Networked,J1772,PAY_GARAGE
l2_MD_0155,Old Town - Fire Station,1110 Hillen St,Baltimore,MD,39.297285,-76.605258,434050.4233,181082.5419,L2,7.2,4,Non-Networked,J1772,FIRE_STATION
l2_MD_0156,Rankin Upholstery,8021 Cessna Ave,Gaithersburg,MD,39.172762,-77.164172,385813.3149,167197.6641,L2,7.2,2,Non-Networked,J1772,SHOPPING_CENTER
l2_MD_0157,City of Hyattsville - Department of Public Works,4633 Arundel Pl,Hyattsville,MD,38.946661,-76.939889,405210.5864,142086.7495,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
l2_MD_0158,MTA METRO MILFORD,Roman Frasier Ln,Pikesville,MD,39.358822,-76.720717,424070.0234,187877.579,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0159,Prince George's County - Department of Public Safety,17321 Melford Blvd,Bowie,MD,38.957733,-76.704338,425625.7841,143355.584,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
l2_MD_0160,Edmonston - Police Department,5005 52nd Ave,Edmonston,MD,38.949948,-76.929833,406082.0313,142452.2561,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
l2_MD_0161,Maryland House Travel Plaza,"I-95, Mile Marker 82",Aberdeen,MD,39.498059,-76.231826,466074.7682,203577.2277,L2,7.2,1,Non-Networked,CHADEMO J1772 J1772COMBO,TRAVEL_CENTER
dcfc_MD_0037,Maryland House Travel Plaza,"I-95, Mile Marker 82",Aberdeen,MD,39.498059,-76.231826,466074.7682,203577.2277,DCFC,50,6,Non-Networked,CHADEMO J1772 J1772COMBO,TRAVEL_CENTER
l2_MD_0162,Downunder Garage,110 W Lombard St,Baltimore,MD,39.287861,-76.616633,433073.6079,180032.136,L2,7.2,4,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0163,One Light Street,1 Light St,Baltimore,MD,39.289496,-76.613588,433335.5364,180214.7559,L2,7.2,2,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0164,PGCMLS NC LIBRARY 1,7414 Riverdale Rd,New Carrollton,MD,38.962374,-76.882474,410185.4782,143835.8671,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0165,THE HOTEL AT AP STATION 3,7787 Arundel Mills Blvd,Hanover,MD,39.152958,-76.743689,422154.297,165017.4179,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0166,Lexington Market,400 W Lexington St,Baltimore,MD,39.291633,-76.622509,432564.9458,180448.7817,L2,7.2,4,Non-Networked,J1772,GROCERY
l2_MD_0167,Landover Hills - Police Station and Town Hall,6904 Taylor St,Landover Hills,MD,38.941542,-76.894218,409170.324,141522.0847,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
l2_MD_0168,Rotunda Parking Garage,711 W 40th St,Baltimore,MD,39.33563,-76.629666,431927.7272,185330.7159,L2,7.2,9,Non-Networked,J1772,PARKING_GARAGE
dcfc_MD_0038,Vienna Food Mart,307 Old Ocean Gateway,Vienna,MD,38.486172,-75.825191,502495.3343,91627.7817,DCFC,50,2,Non-Networked,CHADEMO J1772COMBO,GROCERY
l2_MD_0169,Little Italy Garage,400 S Central Ave,Baltimore,MD,39.285911,-76.599462,434555.9239,179822.0095,L2,7.2,2,Non-Networked,J1772,PAY_GARAGE
l2_MD_0170,Dorchester County Public Library - Hurlock Branch,222 S Main St,Hurlock,MD,38.631284,-75.862667,499025.3026,107693.0167,L2,7.2,2,Non-Networked,J1772,LIBRARY
l2_MD_0171,Hurlock Park - Tennis Courts,200 Charles St,Hurlock,MD,38.632842,-75.864863,498831.9608,107863.568,L2,7.2,2,Non-Networked,J1772,REC_SPORTS_FACILITY
l2_MD_0172,ATAPCO PROPERTY ATAPCO GARAGE 1,601 N Calvert St,Baltimore,MD,39.297438,-76.612611,433416.0817,181096.8121,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0173,Berwyn Heights Town Hall,5700 Berwyn Rd,Berwyn Heights,MD,38.992364,-76.917261,407167.5557,147161.7424,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
dcfc_MD_0039,Hagerstown - Central Parking Lot,14 N Potomac St,Hagerstown,MD,39.642218,-77.719215,338262.0937,219548.4217,DCFC,50,4,Non-Networked,J1772COMBO,PARKING_LOT
dcfc_MD_0040,McHenry Row - Tesla Supercharger,1641 Whetstone Way,Baltimore,MD,39.268577,-76.598901,434612.7754,177897.8592,DCFC_TESLA,150,8,Tesla,TESLA,SHOPPING_CENTER
l2_MD_0174,225 North Calvert Street Garage,225 N Calvert St,Baltimore,MD,39.292049,-76.61231,433444.5856,180498.65,L2,7.2,6,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0175,Horseshoe Casino,1525 Russell St,Baltimore,MD,39.273771,-76.627853,432112.0158,178463.9041,L2,7.2,6,Non-Networked,J1772,OTHER_ENTERTAINMENT
l2_MD_0176,YMCA - Orokawa,600 W Chesapeake Ave,Towson,MD,39.400162,-76.6144,433213.6113,192500.4948,L2,7.2,4,Non-Networked,J1772,REC_SPORTS_FACILITY
l2_MD_0177,BSU CHARGER STATION 1,Loop Rd,Bowie,MD,39.019993,-76.760596,420731.6118,150252.7609,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0178,Centers for Medicare and Medicaid Services,7500 Security Blvd,Windsor Mill,MD,39.314516,-76.760004,420696.9735,182949.1297,L2,7.2,10,Non-Networked,J1772,HOSPITAL
dcfc_MD_0041,National Harbor - Tesla Supercharger,150 Potomac Passage,Oxon Hill,MD,38.785033,-77.014435,398745.5367,124143.2621,DCFC_TESLA,150,12,Tesla,TESLA,SHOPPING_CENTER
l2_MD_0179,YMCA - Dancel,4331 Montgomery Rd,Ellicott City,MD,39.251907,-76.814808,415984.7891,175987.4184,L2,7.2,4,Non-Networked,J1772,REC_SPORTS_FACILITY
l2_MD_0180,Emmitsburg Town Office,300 S Seton Ave,Emmitsburg,MD,39.701108,-77.328497,371824.8918,225894.7163,L2,7.2,4,Non-Networked,J1772,MUNI_GOV
l2_MD_0181,Smithsonian Libraries - Research Annex,3400 Pennsy Dr,Landover,MD,38.938404,-76.880421,410366.8849,141175.2133,L2,7.2,8,Non-Networked,J1772,LIBRARY
l2_MD_0182,CLARKSVILLE COMMONS 1,12236-12242 MD-108,Clarksville,MD,39.211943,-76.937351,405410.4293,171536.4264,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0183,Zeke's Coffee,4719 Harford Rd,Baltimore,MD,39.343968,-76.567828,437254.6036,186279.8055,L2,7.2,2,Non-Networked,J1772,RESTAURANT
l2_MD_0184,Central Plaza Garage,100 W Fayette St,Baltimore,MD,39.290481,-76.616381,433094.1265,180323.0922,L2,7.2,4,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0185,COLUMBIA ASSOC ROBERT OLIVER 1,5851 Robert Oliver Pl,Columbia,MD,39.210816,-76.846961,413217.1199,171420.5153,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0186,Maryland Science Center,601 Light St,Baltimore,MD,39.28223,-76.612824,433404.8661,179408.3853,L2,7.2,2,Non-Networked,J1772,MUSEUM
l2_MD_0187,Johns Hopkins Community Physicians - Remington,2700 Remington Ave,Baltimore,MD,39.320474,-76.621062,432676.4888,183651.1614,L2,7.2,2,Non-Networked,J1772,HOSPITAL
l2_MD_0188,McHenry Row - Parking Garage,1641 Whetstone Way,Baltimore,MD,39.268351,-76.599249,434582.8549,177872.6377,L2,7.2,3,Non-Networked,J1772,PARKING_GARAGE
l2_MD_0189,Veterans of Foreign Wars,2630 Rosser Rd,Federalsburg,MD,38.679196,-75.777369,506380.4038,113106.9418,L2,7.2,2,Non-Networked,J1772,OFFICE_BLDG
l2_MD_0190,Town of Galestown - Town Hall,5538 Old School House Rd,Galestown,MD,38.565561,-75.71589,511906.7154,100567.7071,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
l2_MD_0191,Whole Foods Market,6621-B Baltimore Ave,Riverdale,MD,38.969371,-76.937183,405443.4337,144607.9244,L2,7.2,1,Non-Networked,J1772,GROCERY
dcfc_MD_0042,H-D BALTIMORE DCFAST HOG,8845 Pulaski Hwy,Rosedale,MD,39.340466,-76.47077,445623.5267,185935.0559,DCFC,62.5,1,ChargePoint Network,J1772COMBO,
l2_MD_0192,MC FLEET WHEATON MCPL 1,11701 Georgia Ave,Silver Spring,MD,39.04764,-77.05117,395570.2667,153295.9717,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0043,MDTA BALT HARB TUN 2,1150 Frankfurst Ave,Baltimore,MD,39.24049,-76.587975,435569.7006,174783.9523,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0044,MDTA BALT HARB TUN 1,1150 Frankfurst Ave,Baltimore,MD,39.240517,-76.58784,435581.3415,174787.0023,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0045,MDTA BALT HARB TUN 5,1150 Frankfurst Ave,Baltimore,MD,39.240486,-76.588165,435553.3001,174783.4343,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0193,ARE MD 24 1 2,9800 Medical Center Dr,Rockville,MD,39.09583,-77.197235,382937.8182,158662.8356,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0046,ALL AMERICAN HD DCFAST HOG,8126 Old Leonardtown Rd,Hughesville,MD,38.541135,-76.788201,418464.3431,97090.8291,DCFC,62.5,1,ChargePoint Network,J1772COMBO,
l2_MD_0194,UNDER ARMOUR DAWN ALLEY,1000 Hull St,Baltimore,MD,39.274989,-76.591687,435232.1236,178612.455,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0195,MGM RESORTS INT NAT HARBOR L6S2,101 MGM National Ave,Oxon Hill,MD,38.794743,-77.00885,399230.8868,125221.0669,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0196,Inner Harbor Center Garage,400 E Pratt St,Baltimore,MD,39.286835,-76.609322,433704.8257,179920.9049,L2,7.2,4,Non-Networked,J1772,PAY_GARAGE
l2_MD_0197,UDR DOMAIN COLLEGE1,3711 Campus Dr,College Park,MD,38.984267,-76.949482,404376.6994,146260.8629,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0047,MDTA FORT MCHENRY 4,3990 Leland Ave,Baltimore,MD,39.26556,-76.56214,437786.663,177577.4933,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0198,EVsmart - Pepco - BY Morrison Park,7301 Carroll Ave,Takoma Park,MD,38.9779123,-77.0058631,399491.7207,145554.2425,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0199,EVsmart - BGE - Pip Moyer Rec Center,273 Hilltop Ln,Annapolis,MD,38.9632789,-76.5051519,442886.4769,144045.9295,L2,7.2,2,SWTCH,J1772,REC_SPORTS_FACILITY
l2_MD_0200,ORACLE MD COLUMBIA,7031 Columbia Gateway Dr,Columbia,MD,39.172829,-76.801608,417143.2225,167210.9214,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0201,MTA LTR FALLS RD,2 Railroad Ave,Baltimore,MD,39.37677,-76.64983,430171.8078,189891.2094,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0202,7501 CHARGING STATION 250,7501 Wisconsin Ave,Bethesda,MD,38.985269,-77.093619,391888.5925,146375.0507,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0203,Firaxis Games,10 Loveton Cir,Sparks Glencoe,MD,39.5212999,-76.646339,430410.4733,205938.5246,L2,7.2,8,Blink Network,J1772,
l2_MD_0204,Metro Garage 1,5048 Painters Mill Road,Owings Mills,MD,39.4058654,-76.7787821,419053.0034,193086.6905,L2,7.2,2,Blink Network,J1772,
l2_MD_0205,The Yards at Fieldside Village,816 Long Dr,Aberdeen,MD,39.5328597,-76.1895162,469679.6778,207472.3492,L2,7.2,1,Blink Network,J1772,
l2_MD_0206,The Gate at Aberdeen Proving Ground,"6180 Guardian Gateway, Suite 102",Aberdeen Proving Ground,MD,39.48913133,-76.1621383,472077.9321,202638.794,L2,7.2,2,Blink Network,J1772,
l2_MD_0207,2 Hopkins Apartments,2 Hopkins Plaza,Baltimore,MD,39.288894,-76.6172399,433020.7691,180146.5971,L2,7.2,2,Blink Network,J1772,
l2_MD_0208,36 S. Charles St,36 S Charles Street,Baltimore,MD,39.2879203,-76.6155026,433171.1014,180039.1292,L2,7.2,2,Blink Network,J1772,
l2_MD_0209,LAZ Parking,17 E Conway St,Baltimore,MD,39.29142829,-76.60246475,434294.1991,180433.391,L2,7.2,8,Blink Network,J1772,
l2_MD_0210,President Street Parking Garage,815 E. Pratt Street,Baltimore,MD,39.286911,-76.6033829,434217.171,179931.5504,L2,7.2,1,Blink Network,J1772,
l2_MD_0211,McHenry Row,1603 Whetstone Way,Baltimore,MD,39.2690144,-76.5997877,434536.0449,177946.0821,L2,7.2,1,Blink Network,J1772,
l2_MD_0212,McHenry Row - East Garage,1631 Whetstone Way,Baltimore,MD,39.26856357,-76.59919685,434587.2516,177896.2562,L2,7.2,2,Blink Network,J1772,
l2_MD_0213,Research Boulevard (Charging Stations),1803 Research Blvd,Rockville,MD,39.0984845,-77.1796859,384456.4933,158954.3833,L2,7.2,4,Blink Network,J1772,
l2_MD_0214,Rockville Town Center,44 Maryland Ave.,Rockville,MD,39.0842791,-77.15094091,386940.3956,157372.904,L2,7.2,1,Blink Network,J1772,
l2_MD_0215,Maple Lawn - 8115,8115 Maple Lawn Blvd.,Fulton,MD,39.1520206,-76.9026864,408411.3024,164886.7645,L2,7.2,6,Blink Network,J1772,
l2_MD_0216,Maple Lawn 4,8160 Maple Lawn Boulevard,Fulton,MD,39.1492926,-76.9053992,408177.1288,164583.6724,L2,7.2,1,Blink Network,J1772,
l2_MD_0217,"7900 Washington Blvd., Jessup, MD 20794",7900 Washington Blvd.,Jessup,MD,39.1720712,-76.7867934,418423.5755,167129.6779,L2,7.2,2,Blink Network,J1772,
l2_MD_0218,The Elms At Shannon's Glen,7811 Shannon's Glen DR,Jessup,MD,39.140761,-76.760309,420721.2852,163659.487,L2,7.2,4,Blink Network,J1772,
l2_MD_0219,7201 Wisconsin Ave,7201 Wisconsin Ave,Bethesda,MD,38.981871580746,-77.092507975913,391984.4692,145997.8065,L2,7.2,2,Blink Network,J1772,
l2_MD_0220,"8737 Colesville Rd, LLC",8737 Colesville Road,Silver Spring,MD,38.998714,-77.0257707,397767.4025,147863.7335,L2,7.2,2,Blink Network,J1772,
l2_MD_0221,Blair House,8201 16th St.,Silver Spring,MD,38.991846,-77.034751,396989.2028,147101.5753,L2,7.2,1,Blink Network,J1772,
l2_MD_0222,College Park Downtown Parking Garage,7308 Yale Avenue,College Park,MD,38.9804536,-76.9367647,405478.8346,145838.2234,L2,7.2,4,Blink Network,J1772,
l2_MD_0223,"Annex \""B\"" Classrooms",101 College Parkway,Arnold,MD,39.0490132,-76.5167488,441831.0596,153557.7991,L2,7.2,1,Blink Network,J1772,
l2_MD_0224,PGC 1301 McCormick,1301 McCormick Drive,Upper Marlboro,MD,38.9091841,-76.8420572,413698.5113,137936.609,L2,7.2,5,Blink Network,J1772,
dcfc_MD_0048,Annapolis Towne Centre - Tesla Supercharger,1906 Towne Centre Boulevard,Annapolis,MD,38.980062,-76.540338,439827.6698,145893.0522,DCFC_TESLA,150,16,Tesla,TESLA,
dcfc_MD_0049,Riverdale Park Station - Tesla Supercharger,6221 Baltimore Avenue,Riverdale Park,MD,38.970201,-76.937371,405427.0788,144700.0511,DCFC_TESLA,150,8,Tesla,TESLA,
l2_MD_0225,Nissan of Lexington Park,22757 Three Notch Rd,California,MD,38.291901,-76.496008,444090.302,69525.5656,L2,7.2,2,Non-Networked,CHADEMO J1772 J1772COMBO,CAR_DEALER
dcfc_MD_0050,Nissan of Lexington Park,22757 Three Notch Rd,California,MD,38.291901,-76.496008,444090.302,69525.5656,DCFC,50,2,Non-Networked,CHADEMO J1772 J1772COMBO,CAR_DEALER
l2_MD_0226,Sheehy Nissan- White Marsh,5361 Nottingridge Rd,White Marsh,MD,39.3734093,-76.4442501,447887.462,189605.9499,L2,7.2,1,Non-Networked,J1772,CAR_DEALER
l2_MD_0227,EVsmart - BGE - Carroll County Commissioners,225 N Center St,Westminster,MD,39.572903,-76.9873623,401085.7736,211609.1879,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0051,EVsmart - BGE - Carroll County Commissioners,225 N Center St,Westminster,MD,39.572903,-76.9873623,401085.7736,211609.1879,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0052,Hotel at Arundel Preserve - Tesla Supercharger,7795 Arundel Mills Boulevard,Hanover,MD,39.153255,-76.74378,422146.3388,165050.3669,DCFC_TESLA,150,8,Tesla,TESLA,HOTEL
dcfc_MD_0053,Francis Scott Key Mall - Tesla Supercharger,5500 Buckeystown Pike,Frederick,MD,39.384697,-77.405499,365064.3692,190791.1375,DCFC_TESLA,150,10,Tesla,TESLA,SHOPPING_MALL
dcfc_MD_0054,Hancock Western Rail Trail Parking Lot,2 Canal St,Hancock,MD,39.698418,-78.178408,298927.241,226197.6929,DCFC,50,2,Non-Networked,CHADEMO J1772COMBO,PARK
l2_MD_0228,FH_CONDOMINIUM FHC CLUBPLAZA,18701 Club Plaza Drive Parking area below poo,Germantown,MD,39.163002,-77.27701,376059.4791,166137.733,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0229,MTA BUS W. MARSH23,8476 Honeygo Blvd,Nottingham,MD,39.37738,-76.460639,446472.6816,190038.3042,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0230,COLUMBIA ASSOC SSC1,7060 Deepage Dr,Columbia,MD,39.178061,-76.837686,414024.6227,167785.5973,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0231,26300,133 National Business Parkway,Annapolis Junction,MD,39.1243889,-76.774318,419514.687,161838.8845,L2,7.2,2,Blink Network,J1772,
l2_MD_0232,EVsmart - BGE - Aberdeen Festival Park,50 Centennial Ln,Aberdeen,MD,39.5110125,-76.1641661,471881.2553,205066.4753,L2,7.2,6,SWTCH,J1772,PARK
l2_MD_0233,EVsmart - BGE - Howard County Library,9421 Frederick Rd,Ellicott City,MD,39.2728391,-76.8393355,413863.5942,178307.2377,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
dcfc_MD_0055,EVsmart - BGE - Howard County Library,9421 Frederick Rd,Ellicott City,MD,39.2728391,-76.8393355,413863.5942,178307.2377,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
dcfc_MD_0056,Pike & Rose - Tesla Supercharger,11860 Trade Street,North Bethesda,MD,39.05048,-77.116837,389886.2519,153616.4763,DCFC_TESLA,150,8,Tesla,TESLA,
dcfc_MD_0057,Rockville Town Square - Tesla Supercharger,200 East Middle Lane,Rockville,MD,39.086885,-77.149982,387023.8356,157662.0539,DCFC_TESLA,150,8,Tesla,TESLA,
